,Day,t,year,month,day,month_name
1203,2011-04-19,8,2011,4,19,Апрель
1204,2011-04-20,9,2011,4,20,Апрель
1205,2011-04-21,8,2011,4,21,Апрель
1206,2011-04-22,9,2011,4,22,Апрель
1207,2011-04-23,12,2011,4,23,Апрель
1208,2011-04-24,12,2011,4,24,Апрель
1209,2011-04-25,12,2011,4,25,Апрель
1210,2011-04-26,18,2011,4,26,Апрель
1211,2011-04-27,12,2011,4,27,Апрель
1212,2011-04-28,13,2011,4,28,Апрель
1213,2011-04-29,11,2011,4,29,Апрель
1214,2011-04-30,11,2011,4,30,Апрель
1215,2011-05-01,5,2011,5,1,Май
1216,2011-05-02,3,2011,5,2,Май
1217,2011-05-03,4,2011,5,3,Май
1218,2011-05-04,5,2011,5,4,Май
1219,2011-05-05,6,2011,5,5,Май
1220,2011-05-06,8,2011,5,6,Май
1221,2011-05-07,13,2011,5,7,Май
1222,2011-05-08,15,2011,5,8,Май
1223,2011-05-09,17,2011,5,9,Май
1224,2011-05-10,17,2011,5,10,Май
1225,2011-05-11,18,2011,5,11,Май
1226,2011-05-12,16,2011,5,12,Май
1227,2011-05-13,12,2011,5,13,Май
1228,2011-05-14,14,2011,5,14,Май
1229,2011-05-15,16,2011,5,15,Май
1230,2011-05-16,16,2011,5,16,Май
1231,2011-05-17,12,2011,5,17,Май
1232,2011-05-18,9,2011,5,18,Май
1233,2011-05-19,16,2011,5,19,Май
1234,2011-05-20,16,2011,5,20,Май
1235,2011-05-21,17,2011,5,21,Май
1236,2011-05-22,17,2011,5,22,Май
1237,2011-05-23,22,2011,5,23,Май
1238,2011-05-24,17,2011,5,24,Май
1239,2011-05-25,11,2011,5,25,Май
1240,2011-05-26,13,2011,5,26,Май
1241,2011-05-27,16,2011,5,27,Май
1242,2011-05-28,15,2011,5,28,Май
1243,2011-05-29,17,2011,5,29,Май
1244,2011-05-30,15,2011,5,30,Май
1245,2011-05-31,21,2011,5,31,Май
1246,2011-06-01,28,2011,6,1,Июнь
1247,2011-06-02,20,2011,6,2,Июнь
1248,2011-06-03,16,2011,6,3,Июнь
1249,2011-06-04,18,2011,6,4,Июнь
1250,2011-06-05,20,2011,6,5,Июнь
1251,2011-06-06,22,2011,6,6,Июнь
1252,2011-06-07,25,2011,6,7,Июнь
1253,2011-06-08,24,2011,6,8,Июнь
1254,2011-06-09,26,2011,6,9,Июнь
1255,2011-06-10,27,2011,6,10,Июнь
1256,2011-06-11,24,2011,6,11,Июнь
1257,2011-06-12,23,2011,6,12,Июнь
1258,2011-06-13,14,2011,6,13,Июнь
1259,2011-06-14,13,2011,6,14,Июнь
1260,2011-06-15,15,2011,6,15,Июнь
1261,2011-06-16,14,2011,6,16,Июнь
1262,2011-06-17,21,2011,6,17,Июнь
1263,2011-06-18,15,2011,6,18,Июнь
1264,2011-06-19,21,2011,6,19,Июнь
1265,2011-06-20,15,2011,6,20,Июнь
1266,2011-06-21,16,2011,6,21,Июнь
1267,2011-06-22,17,2011,6,22,Июнь
1268,2011-06-23,21,2011,6,23,Июнь
1269,2011-06-24,20,2011,6,24,Июнь
1270,2011-06-25,20,2011,6,25,Июнь
1271,2011-06-26,18,2011,6,26,Июнь
1272,2011-06-27,19,2011,6,27,Июнь
1273,2011-06-28,18,2011,6,28,Июнь
1274,2011-06-29,21,2011,6,29,Июнь
1275,2011-06-30,27,2011,6,30,Июнь
1276,2011-07-01,30,2011,7,1,Июль
1277,2011-07-02,30,2011,7,2,Июль
1278,2011-07-03,26,2011,7,3,Июль
1279,2011-07-04,18,2011,7,4,Июль
1280,2011-07-05,19,2011,7,5,Июль
1281,2011-07-06,24,2011,7,6,Июль
1282,2011-07-07,23,2011,7,7,Июль
1283,2011-07-08,27,2011,7,8,Июль
1284,2011-07-09,28,2011,7,9,Июль
1285,2011-07-10,29,2011,7,10,Июль
1286,2011-07-11,26,2011,7,11,Июль
1287,2011-07-12,25,2011,7,12,Июль
1288,2011-07-13,21,2011,7,13,Июль
1289,2011-07-14,22,2011,7,14,Июль
1290,2011-07-15,18,2011,7,15,Июль
1291,2011-07-16,18,2011,7,16,Июль
1292,2011-07-17,20,2011,7,17,Июль
1293,2011-07-18,24,2011,7,18,Июль
1294,2011-07-19,28,2011,7,19,Июль
1295,2011-07-20,26,2011,7,20,Июль
1296,2011-07-21,30,2011,7,21,Июль
1297,2011-07-22,30,2011,7,22,Июль
1298,2011-07-23,28,2011,7,23,Июль
1299,2011-07-24,22,2011,7,24,Июль
1300,2011-07-25,24,2011,7,25,Июль
1301,2011-07-26,28,2011,7,26,Июль
1302,2011-07-27,31,2011,7,27,Июль
1303,2011-07-28,30,2011,7,28,Июль
1304,2011-07-29,24,2011,7,29,Июль
1305,2011-07-30,19,2011,7,30,Июль
1306,2011-08-01,16,2011,8,1,Август
1307,2011-08-02,16,2011,8,2,Август
1308,2011-08-03,20,2011,8,3,Август
1309,2011-08-04,22,2011,8,4,Август
1310,2011-08-05,22,2011,8,5,Август
1311,2011-08-06,22,2011,8,6,Август
1312,2011-08-07,22,2011,8,7,Август
1313,2011-08-08,18,2011,8,8,Август
1314,2011-08-09,18,2011,8,9,Август
1315,2011-08-10,20,2011,8,10,Август
1316,2011-08-11,17,2011,8,11,Август
1317,2011-08-12,15,2011,8,12,Август
1318,2011-08-13,16,2011,8,13,Август
1319,2011-08-14,18,2011,8,14,Август
1320,2011-08-15,20,2011,8,15,Август
1321,2011-08-16,21,2011,8,16,Август
1322,2011-08-17,18,2011,8,17,Август
1323,2011-08-18,16,2011,8,18,Август
1324,2011-08-19,18,2011,8,19,Август
1325,2011-08-20,20,2011,8,20,Август
1326,2011-08-21,17,2011,8,21,Август
1327,2011-08-22,21,2011,8,22,Август
1328,2011-08-23,20,2011,8,23,Август
1329,2011-08-24,18,2011,8,24,Август
1330,2011-08-25,18,2011,8,25,Август
1331,2011-08-26,23,2011,8,26,Август
1332,2011-08-27,24,2011,8,27,Август
1333,2011-08-28,26,2011,8,28,Август
1334,2011-08-29,20,2011,8,29,Август
1335,2011-08-30,17,2011,8,30,Август
1336,2011-08-31,15,2011,8,31,Август
1337,2011-09-01,15,2011,9,1,Сентябрь
1338,2011-09-02,17,2011,9,2,Сентябрь
1339,2011-09-03,15,2011,9,3,Сентябрь
1340,2011-09-04,15,2011,9,4,Сентябрь
1341,2011-09-05,17,2011,9,5,Сентябрь
1342,2011-09-06,20,2011,9,6,Сентябрь
1343,2011-09-07,15,2011,9,7,Сентябрь
1344,2011-09-08,16,2011,9,8,Сентябрь
1345,2011-09-09,16,2011,9,9,Сентябрь
1346,2011-09-10,16,2011,9,10,Сентябрь
1347,2011-09-11,15,2011,9,11,Сентябрь
1348,2011-09-12,14,2011,9,12,Сентябрь
1349,2011-09-13,16,2011,9,13,Сентябрь
1350,2011-09-14,15,2011,9,14,Сентябрь
1351,2011-09-15,15,2011,9,15,Сентябрь
1352,2011-09-16,14,2011,9,16,Сентябрь
1353,2011-09-17,15,2011,9,17,Сентябрь
1354,2011-09-18,14,2011,9,18,Сентябрь
1355,2011-09-19,14,2011,9,19,Сентябрь
1356,2011-09-20,14,2011,9,20,Сентябрь
1357,2011-09-21,15,2011,9,21,Сентябрь
1358,2011-09-22,14,2011,9,22,Сентябрь
1359,2011-09-23,11,2011,9,23,Сентябрь
1360,2011-09-24,12,2011,9,24,Сентябрь
1361,2011-09-25,12,2011,9,25,Сентябрь
1362,2011-09-26,11,2011,9,26,Сентябрь
1363,2011-09-27,13,2011,9,27,Сентябрь
1364,2011-09-28,13,2011,9,28,Сентябрь
1365,2011-09-29,13,2011,9,29,Сентябрь
1366,2011-09-30,14,2011,9,30,Сентябрь
1367,2011-10-01,12,2011,10,1,Октябрь
1368,2011-10-02,11,2011,10,2,Октябрь
1369,2011-10-03,10,2011,10,3,Октябрь
1370,2011-10-04,12,2011,10,4,Октябрь
1371,2011-10-05,11,2011,10,5,Октябрь
1372,2011-10-06,13,2011,10,6,Октябрь
1373,2011-10-07,13,2011,10,7,Октябрь
1374,2011-10-08,11,2011,10,8,Октябрь
1375,2011-10-09,9,2011,10,9,Октябрь
1376,2011-10-10,7,2011,10,10,Октябрь
1377,2011-10-11,8,2011,10,11,Октябрь
1378,2011-10-12,8,2011,10,12,Октябрь
1379,2011-10-13,7,2011,10,13,Октябрь
1380,2011-10-14,6,2011,10,14,Октябрь
1381,2011-10-15,6,2011,10,15,Октябрь
1382,2011-10-16,9,2011,10,16,Октябрь
1383,2011-10-17,10,2011,10,17,Октябрь
1384,2011-10-18,8,2011,10,18,Октябрь
1385,2011-10-19,3,2011,10,19,Октябрь
1386,2011-10-20,8,2011,10,20,Октябрь
1387,2011-10-21,7,2011,10,21,Октябрь
1388,2011-10-22,6,2011,10,22,Октябрь
1389,2011-10-23,7,2011,10,23,Октябрь
1390,2011-10-24,9,2011,10,24,Октябрь
1391,2011-10-25,6,2011,10,25,Октябрь
1392,2011-10-26,8,2011,10,26,Октябрь
1393,2011-10-27,6,2011,10,27,Октябрь
1394,2011-10-28,5,2011,10,28,Октябрь
1395,2011-10-29,9,2011,10,29,Октябрь
1396,2011-10-30,8,2011,10,30,Октябрь
1397,2011-10-31,10,2011,10,31,Октябрь
1398,2011-11-01,9,2011,11,1,Ноябрь
1399,2011-11-02,11,2011,11,2,Ноябрь
1400,2011-11-03,10,2011,11,3,Ноябрь
1401,2011-11-04,8,2011,11,4,Ноябрь
1402,2011-11-05,5,2011,11,5,Ноябрь
1403,2011-11-06,2,2011,11,6,Ноябрь
1404,2011-11-07,4,2011,11,7,Ноябрь
1405,2011-11-08,8,2011,11,8,Ноябрь
1406,2011-11-09,5,2011,11,9,Ноябрь
1407,2011-11-10,3,2011,11,10,Ноябрь
1408,2011-11-11,5,2011,11,11,Ноябрь
1409,2011-11-12,5,2011,11,12,Ноябрь
1410,2011-11-13,4,2011,11,13,Ноябрь
1411,2011-11-14,5,2011,11,14,Ноябрь
1412,2011-11-15,0,2011,11,15,Ноябрь
1413,2011-11-16,4,2011,11,16,Ноябрь
1414,2011-11-17,6,2011,11,17,Ноябрь
1415,2011-11-18,4,2011,11,18,Ноябрь
1416,2011-11-19,3,2011,11,19,Ноябрь
1417,2011-11-20,-3,2011,11,20,Ноябрь
1418,2011-11-21,-3,2011,11,21,Ноябрь
1419,2011-11-22,0,2011,11,22,Ноябрь
1420,2011-11-23,0,2011,11,23,Ноябрь
1421,2011-11-24,4,2011,11,24,Ноябрь
1422,2011-11-25,6,2011,11,25,Ноябрь
1423,2011-11-26,6,2011,11,26,Ноябрь
1424,2011-11-27,6,2011,11,27,Ноябрь
1425,2011-11-28,2,2011,11,28,Ноябрь
1426,2011-11-29,1,2011,11,29,Ноябрь
1427,2011-11-30,3,2011,11,30,Ноябрь
1428,2011-12-01,4,2011,12,1,Декабрь
1429,2011-12-02,2,2011,12,2,Декабрь
1430,2011-12-03,2,2011,12,3,Декабрь
1431,2011-12-04,2,2011,12,4,Декабрь
1432,2011-12-05,4,2011,12,5,Декабрь
1433,2011-12-06,2,2011,12,6,Декабрь
1434,2011-12-07,1,2011,12,7,Декабрь
1435,2011-12-08,2,2011,12,8,Декабрь
1436,2011-12-09,1,2011,12,9,Декабрь
1437,2011-12-10,2,2011,12,10,Декабрь
1438,2011-12-11,3,2011,12,11,Декабрь
1439,2011-12-12,1,2011,12,12,Декабрь
1440,2011-12-13,1,2011,12,13,Декабрь
1441,2011-12-14,3,2011,12,14,Декабрь
1442,2011-12-15,6,2011,12,15,Декабрь
1443,2011-12-16,2,2011,12,16,Декабрь
1444,2011-12-17,2,2011,12,17,Декабрь
1445,2011-12-18,2,2011,12,18,Декабрь
1446,2011-12-19,2,2011,12,19,Декабрь
1447,2011-12-20,3,2011,12,20,Декабрь
1448,2011-12-21,-1,2011,12,21,Декабрь
1449,2011-12-22,-1,2011,12,22,Декабрь
1450,2011-12-23,0,2011,12,23,Декабрь
1451,2011-12-24,-2,2011,12,24,Декабрь
1452,2011-12-25,1,2011,12,25,Декабрь
1453,2011-12-26,6,2011,12,26,Декабрь
1454,2011-12-27,6,2011,12,27,Декабрь
1455,2011-12-28,1,2011,12,28,Декабрь
1456,2011-12-29,3,2011,12,29,Декабрь
1457,2011-12-30,4,2011,12,30,Декабрь
1458,2011-12-31,1,2011,12,31,Декабрь
1459,2012-01-01,-2,2012,1,1,Январь
1460,2012-01-02,-4,2012,1,2,Январь
1461,2012-01-03,-1,2012,1,3,Январь
1462,2012-01-04,1,2012,1,4,Январь
1463,2012-01-05,1,2012,1,5,Январь
1464,2012-01-06,2,2012,1,6,Январь
1465,2012-01-07,-1,2012,1,7,Январь
1466,2012-01-08,-2,2012,1,8,Январь
1467,2012-01-09,-2,2012,1,9,Январь
1468,2012-01-10,-1,2012,1,10,Январь
1469,2012-01-11,0,2012,1,11,Январь
1470,2012-01-12,1,2012,1,12,Январь
1471,2012-01-13,0,2012,1,13,Январь
1472,2012-01-14,-1,2012,1,14,Январь
1473,2012-01-15,-1,2012,1,15,Январь
1474,2012-01-16,-2,2012,1,16,Январь
1475,2012-01-17,-1,2012,1,17,Январь
1476,2012-01-18,-5,2012,1,18,Январь
1477,2012-01-19,-6,2012,1,19,Январь
1478,2012-01-20,-5,2012,1,20,Январь
1479,2012-01-21,-6,2012,1,21,Январь
1480,2012-01-22,-4,2012,1,22,Январь
1481,2012-01-23,-10,2012,1,23,Январь
1482,2012-01-24,-7,2012,1,24,Январь
1483,2012-01-25,-12,2012,1,25,Январь
1484,2012-01-26,-13,2012,1,26,Январь
1485,2012-01-27,-12,2012,1,27,Январь
1486,2012-01-28,-14,2012,1,28,Январь
1487,2012-01-29,-13,2012,1,29,Январь
1488,2012-01-30,-9,2012,1,30,Январь
1489,2012-01-31,-17,2012,1,31,Январь
1490,2012-02-01,-17,2012,2,1,Февраль
1491,2012-02-02,-18,2012,2,2,Февраль
1492,2012-02-03,-17,2012,2,3,Февраль
1493,2012-02-04,-19,2012,2,4,Февраль
1494,2012-02-05,-19,2012,2,5,Февраль
1495,2012-02-06,-16,2012,2,6,Февраль
1496,2012-02-07,-11,2012,2,7,Февраль
1497,2012-02-08,-19,2012,2,8,Февраль
1498,2012-02-09,-12,2012,2,9,Февраль
1499,2012-02-10,-13,2012,2,10,Февраль
1500,2012-02-11,-11,2012,2,11,Февраль
1501,2012-02-12,-12,2012,2,12,Февраль
1502,2012-02-13,-17,2012,2,13,Февраль
1503,2012-02-14,-11,2012,2,14,Февраль
1504,2012-02-15,-10,2012,2,15,Февраль
1505,2012-02-16,-9,2012,2,16,Февраль
1506,2012-02-17,-8,2012,2,17,Февраль
1507,2012-02-18,-7,2012,2,18,Февраль
1508,2012-02-19,-7,2012,2,19,Февраль
1509,2012-02-20,-2,2012,2,20,Февраль
1510,2012-02-21,-1,2012,2,21,Февраль
1511,2012-02-22,-2,2012,2,22,Февраль
1512,2012-02-23,1,2012,2,23,Февраль
1513,2012-02-24,-2,2012,2,24,Февраль
1514,2012-02-25,-2,2012,2,25,Февраль
1515,2012-02-26,-3,2012,2,26,Февраль
1516,2012-02-27,-4,2012,2,27,Февраль
1517,2012-02-28,-5,2012,2,28,Февраль
1518,2012-02-29,-3,2012,2,29,Февраль
1519,2012-03-01,2,2012,3,1,Март
1520,2012-03-02,1,2012,3,2,Март
1521,2012-03-03,1,2012,3,3,Март
1522,2012-03-04,-2,2012,3,4,Март
1523,2012-03-05,-4,2012,3,5,Март
1524,2012-03-06,-6,2012,3,6,Март
1525,2012-03-07,-7,2012,3,7,Март
1526,2012-03-08,-4,2012,3,8,Март
1527,2012-03-09,-1,2012,3,9,Март
1528,2012-03-10,-2,2012,3,10,Март
1529,2012-03-11,2,2012,3,11,Март
1530,2012-03-12,2,2012,3,12,Март
1531,2012-03-13,0,2012,3,13,Март
1532,2012-03-14,0,2012,3,14,Март
1533,2012-03-15,-3,2012,3,15,Март
1534,2012-03-16,2,2012,3,16,Март
1535,2012-03-17,2,2012,3,17,Март
1536,2012-03-18,2,2012,3,18,Март
1537,2012-03-19,2,2012,3,19,Март
1538,2012-03-20,1,2012,3,20,Март
1539,2012-03-21,2,2012,3,21,Март
1540,2012-03-22,3,2012,3,22,Март
1541,2012-03-23,2,2012,3,23,Март
1542,2012-03-24,0,2012,3,24,Март
1543,2012-03-25,1,2012,3,25,Март
1544,2012-03-26,1,2012,3,26,Март
1545,2012-03-27,2,2012,3,27,Март
1546,2012-03-28,2,2012,3,28,Март
1547,2012-03-29,4,2012,3,29,Март
1548,2012-03-30,0,2012,3,30,Март
1549,2012-03-31,0,2012,3,31,Март
1550,2012-04-01,-1,2012,4,1,Апрель
1551,2012-04-02,4,2012,4,2,Апрель
1552,2012-04-03,2,2012,4,3,Апрель
1553,2012-04-04,2,2012,4,4,Апрель
1554,2012-04-05,5,2012,4,5,Апрель
1555,2012-04-06,4,2012,4,6,Апрель
1556,2012-04-07,1,2012,4,7,Апрель
1557,2012-04-08,-1,2012,4,8,Апрель
1558,2012-04-09,2,2012,4,9,Апрель
1559,2012-04-10,6,2012,4,10,Апрель
1560,2012-04-11,9,2012,4,11,Апрель
1561,2012-04-12,10,2012,4,12,Апрель
1562,2012-04-13,13,2012,4,13,Апрель
1563,2012-04-14,8,2012,4,14,Апрель
1564,2012-04-15,4,2012,4,15,Апрель
1565,2012-04-16,4,2012,4,16,Апрель
1566,2012-04-17,5,2012,4,17,Апрель
1567,2012-04-18,5,2012,4,18,Апрель
1568,2012-04-19,6,2012,4,19,Апрель
1569,2012-04-20,12,2012,4,20,Апрель
1570,2012-04-21,12,2012,4,21,Апрель
1571,2012-04-22,12,2012,4,22,Апрель
1572,2012-04-23,10,2012,4,23,Апрель
1573,2012-04-24,10,2012,4,24,Апрель
1574,2012-04-25,8,2012,4,25,Апрель
1575,2012-04-26,10,2012,4,26,Апрель
1576,2012-04-27,13,2012,4,27,Апрель
1577,2012-04-28,15,2012,4,28,Апрель
1578,2012-04-29,9,2012,4,29,Апрель
1579,2012-04-30,12,2012,4,30,Апрель
1580,2012-05-01,11,2012,5,1,Май
1581,2012-05-02,11,2012,5,2,Май
1582,2012-05-03,7,2012,5,3,Май
1583,2012-05-04,11,2012,5,4,Май
1584,2012-05-05,11,2012,5,5,Май
1585,2012-05-06,12,2012,5,6,Май
1586,2012-05-07,7,2012,5,7,Май
1587,2012-05-08,12,2012,5,8,Май
1588,2012-05-09,16,2012,5,9,Май
1589,2012-05-10,21,2012,5,10,Май
1590,2012-05-11,15,2012,5,11,Май
1591,2012-05-12,11,2012,5,12,Май
1592,2012-05-13,9,2012,5,13,Май
1593,2012-05-14,14,2012,5,14,Май
1594,2012-05-15,18,2012,5,15,Май
1595,2012-05-16,20,2012,5,16,Май
1596,2012-05-17,26,2012,5,17,Май
1597,2012-05-18,12,2012,5,18,Май
1598,2012-05-19,16,2012,5,19,Май
1599,2012-05-20,21,2012,5,20,Май
1600,2012-05-21,23,2012,5,21,Май
1601,2012-05-22,19,2012,5,22,Май
1602,2012-05-23,13,2012,5,23,Май
1603,2012-05-24,14,2012,5,24,Май
1604,2012-05-25,17,2012,5,25,Май
1605,2012-05-26,14,2012,5,26,Май
1606,2012-05-27,20,2012,5,27,Май
1607,2012-05-28,20,2012,5,28,Май
1608,2012-05-29,14,2012,5,29,Май
1609,2012-05-30,8,2012,5,30,Май
1610,2012-05-31,13,2012,5,31,Май
1611,2012-06-01,14,2012,6,1,Июнь
1612,2012-06-02,12,2012,6,2,Июнь
1613,2012-06-03,12,2012,6,3,Июнь
1614,2012-06-04,15,2012,6,4,Июнь
1615,2012-06-05,16,2012,6,5,Июнь
1616,2012-06-06,16,2012,6,6,Июнь
1617,2012-06-07,15,2012,6,7,Июнь
1618,2012-06-08,16,2012,6,8,Июнь
1619,2012-06-09,19,2012,6,9,Июнь
1620,2012-06-10,18,2012,6,10,Июнь
1621,2012-06-11,21,2012,6,11,Июнь
1622,2012-06-12,15,2012,6,12,Июнь
1623,2012-06-13,19,2012,6,13,Июнь
1624,2012-06-14,22,2012,6,14,Июнь
1625,2012-06-15,25,2012,6,15,Июнь
1626,2012-06-16,20,2012,6,16,Июнь
1627,2012-06-17,18,2012,6,17,Июнь
1628,2012-06-18,17,2012,6,18,Июнь
1629,2012-06-19,19,2012,6,19,Июнь
1630,2012-06-20,14,2012,6,20,Июнь
1631,2012-06-21,17,2012,6,21,Июнь
1632,2012-06-22,21,2012,6,22,Июнь
1633,2012-06-23,22,2012,6,23,Июнь
1634,2012-06-24,15,2012,6,24,Июнь
1635,2012-06-25,18,2012,6,25,Июнь
1636,2012-06-26,19,2012,6,26,Июнь
1637,2012-06-27,17,2012,6,27,Июнь
1638,2012-06-28,15,2012,6,28,Июнь
1639,2012-06-29,17,2012,6,29,Июнь
1640,2012-06-30,18,2012,6,30,Июнь
1641,2012-07-01,18,2012,7,1,Июль
1642,2012-07-02,20,2012,7,2,Июль
1643,2012-07-03,20,2012,7,3,Июль
1644,2012-07-04,22,2012,7,4,Июль
1645,2012-07-05,23,2012,7,5,Июль
1646,2012-07-06,23,2012,7,6,Июль
1647,2012-07-07,27,2012,7,7,Июль
1648,2012-07-08,27,2012,7,8,Июль
1649,2012-07-09,22,2012,7,9,Июль
1650,2012-07-10,25,2012,7,10,Июль
1651,2012-07-11,22,2012,7,11,Июль
1652,2012-07-12,26,2012,7,12,Июль
1653,2012-07-13,18,2012,7,13,Июль
1654,2012-07-14,20,2012,7,14,Июль
1655,2012-07-15,19,2012,7,15,Июль
1656,2012-07-16,16,2012,7,16,Июль
1657,2012-07-17,18,2012,7,17,Июль
1658,2012-07-18,15,2012,7,18,Июль
1659,2012-07-19,16,2012,7,19,Июль
1660,2012-07-20,19,2012,7,20,Июль
1661,2012-07-21,20,2012,7,21,Июль
1662,2012-07-22,19,2012,7,22,Июль
1663,2012-07-23,17,2012,7,23,Июль
1664,2012-07-24,17,2012,7,24,Июль
1665,2012-07-25,20,2012,7,25,Июль
1666,2012-07-26,23,2012,7,26,Июль
1667,2012-07-27,24,2012,7,27,Июль
1668,2012-07-28,26,2012,7,28,Июль
1669,2012-07-29,30,2012,7,29,Июль
1670,2012-07-30,31,2012,7,30,Июль
1671,2012-07-31,21,2012,7,31,Июль
1672,2012-08-01,19,2012,8,1,Август
1673,2012-08-02,20,2012,8,2,Август
1674,2012-08-03,24,2012,8,3,Август
1675,2012-08-04,22,2012,8,4,Август
1676,2012-08-05,22,2012,8,5,Август
1677,2012-08-06,23,2012,8,6,Август
1678,2012-08-07,22,2012,8,7,Август
1679,2012-08-08,17,2012,8,8,Август
1680,2012-08-09,14,2012,8,9,Август
1681,2012-08-10,12,2012,8,10,Август
1682,2012-08-11,14,2012,8,11,Август
1683,2012-08-12,16,2012,8,12,Август
1684,2012-08-13,18,2012,8,13,Август
1685,2012-08-14,22,2012,8,14,Август
1686,2012-08-15,24,2012,8,15,Август
1687,2012-08-16,21,2012,8,16,Август
1688,2012-08-17,23,2012,8,17,Август
1689,2012-08-18,21,2012,8,18,Август
1690,2012-08-19,19,2012,8,19,Август
1691,2012-08-20,14,2012,8,20,Август
1692,2012-08-21,16,2012,8,21,Август
1693,2012-08-22,18,2012,8,22,Август
1694,2012-08-23,15,2012,8,23,Август
1695,2012-08-24,18,2012,8,24,Август
1696,2012-08-25,17,2012,8,25,Август
1697,2012-08-26,17,2012,8,26,Август
1698,2012-08-27,18,2012,8,27,Август
1699,2012-08-28,17,2012,8,28,Август
1700,2012-08-29,16,2012,8,29,Август
1701,2012-08-30,17,2012,8,30,Август
1702,2012-08-31,14,2012,8,31,Август
1703,2012-09-01,13,2012,9,1,Сентябрь
1704,2012-09-02,14,2012,9,2,Сентябрь
1705,2012-09-03,16,2012,9,3,Сентябрь
1706,2012-09-04,16,2012,9,4,Сентябрь
1707,2012-09-05,18,2012,9,5,Сентябрь
1708,2012-09-06,14,2012,9,6,Сентябрь
1709,2012-09-07,11,2012,9,7,Сентябрь
1710,2012-09-08,13,2012,9,8,Сентябрь
1711,2012-09-09,14,2012,9,9,Сентябрь
1712,2012-09-10,14,2012,9,10,Сентябрь
1713,2012-09-11,19,2012,9,11,Сентябрь
1714,2012-09-12,24,2012,9,12,Сентябрь
1715,2012-09-13,15,2012,9,13,Сентябрь
1716,2012-09-14,14,2012,9,14,Сентябрь
1717,2012-09-15,14,2012,9,15,Сентябрь
1718,2012-09-16,15,2012,9,16,Сентябрь
1719,2012-09-17,16,2012,9,17,Сентябрь
1720,2012-09-18,18,2012,9,18,Сентябрь
1721,2012-09-19,18,2012,9,19,Сентябрь
1722,2012-09-20,14,2012,9,20,Сентябрь
1723,2012-09-21,14,2012,9,21,Сентябрь
1724,2012-09-22,14,2012,9,22,Сентябрь
1725,2012-09-23,11,2012,9,23,Сентябрь
1726,2012-09-24,11,2012,9,24,Сентябрь
1727,2012-09-25,9,2012,9,25,Сентябрь
1728,2012-09-26,11,2012,9,26,Сентябрь
1729,2012-09-27,14,2012,9,27,Сентябрь
1730,2012-09-28,15,2012,9,28,Сентябрь
1731,2012-09-29,12,2012,9,29,Сентябрь
1732,2012-09-30,11,2012,9,30,Сентябрь
1733,2012-10-01,13,2012,10,1,Октябрь
1734,2012-10-02,16,2012,10,2,Октябрь
1735,2012-10-03,15,2012,10,3,Октябрь
1736,2012-10-04,12,2012,10,4,Октябрь
1737,2012-10-05,14,2012,10,5,Октябрь
1738,2012-10-06,10,2012,10,6,Октябрь
1739,2012-10-07,12,2012,10,7,Октябрь
1740,2012-10-08,8,2012,10,8,Октябрь
1741,2012-10-09,9,2012,10,9,Октябрь
1742,2012-10-10,7,2012,10,10,Октябрь
1743,2012-10-11,8,2012,10,11,Октябрь
1744,2012-10-12,8,2012,10,12,Октябрь
1745,2012-10-13,7,2012,10,13,Октябрь
1746,2012-10-14,6,2012,10,14,Октябрь
1747,2012-10-15,7,2012,10,15,Октябрь
1748,2012-10-16,11,2012,10,16,Октябрь
1749,2012-10-17,11,2012,10,17,Октябрь
1750,2012-10-18,11,2012,10,18,Октябрь
1751,2012-10-19,14,2012,10,19,Октябрь
1752,2012-10-20,10,2012,10,20,Октябрь
1753,2012-10-21,7,2012,10,21,Октябрь
1754,2012-10-22,5,2012,10,22,Октябрь
1755,2012-10-23,4,2012,10,23,Октябрь
1756,2012-10-24,6,2012,10,24,Октябрь
1757,2012-10-25,4,2012,10,25,Октябрь
1758,2012-10-26,0,2012,10,26,Октябрь
1759,2012-10-27,2,2012,10,27,Октябрь
1760,2012-10-28,1,2012,10,28,Октябрь
1761,2012-10-29,1,2012,10,29,Октябрь
1762,2012-10-30,-1,2012,10,30,Октябрь
1763,2012-10-31,0,2012,10,31,Октябрь
1764,2012-11-01,2,2012,11,1,Ноябрь
1765,2012-11-02,5,2012,11,2,Ноябрь
1766,2012-11-03,4,2012,11,3,Ноябрь
1767,2012-11-04,6,2012,11,4,Ноябрь
1768,2012-11-05,5,2012,11,5,Ноябрь
1769,2012-11-06,4,2012,11,6,Ноябрь
1770,2012-11-07,2,2012,11,7,Ноябрь
1771,2012-11-08,3,2012,11,8,Ноябрь
1772,2012-11-09,1,2012,11,9,Ноябрь
1773,2012-11-10,2,2012,11,10,Ноябрь
1774,2012-11-11,2,2012,11,11,Ноябрь
1775,2012-11-12,7,2012,11,12,Ноябрь
1776,2012-11-13,4,2012,11,13,Ноябрь
1777,2012-11-14,6,2012,11,14,Ноябрь
1778,2012-11-15,6,2012,11,15,Ноябрь
1779,2012-11-16,4,2012,11,16,Ноябрь
1780,2012-11-17,7,2012,11,17,Ноябрь
1781,2012-11-18,4,2012,11,18,Ноябрь
1782,2012-11-19,4,2012,11,19,Ноябрь
1783,2012-11-20,5,2012,11,20,Ноябрь
1784,2012-11-21,6,2012,11,21,Ноябрь
1785,2012-11-22,6,2012,11,22,Ноябрь
